dataset_name,table_name,granularity,paid/unpaid,region,hierarchy,category,dateTimeColumn,Being used,Utilised in Project
EMEA_Gas_Belgium_Stats - belgian_energy_data_overview,final_energy_consumption,daily,UNPAID,EMEA,EMEA_Gas_Belgium_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Belgium_Stats - belgian_energy_data_overview,final_energy_consumption_by_sector,daily,UNPAID,EMEA,EMEA_Gas_Belgium_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Belgium_Stats - belgian_energy_data_overview,net_energy_imports,daily,UNPAID,EMEA,EMEA_Gas_Belgium_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Belgium_Stats - belgian_energy_data_overview,imports_of_natural_gas,daily,UNPAID,EMEA,EMEA_Gas_Belgium_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Belgium_Stats - belgian_energy_data_overview,price_of_natural_gas,daily,UNPAID,EMEA,EMEA_Gas_Belgium_Stats,Gas,ee_timestamp,No,No
NA_GAS - LNG_import_capacity,LNG_import_capacity,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - Annual_prices_rystad_apr24,Annual_prices_rystad_apr24,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - Elasticity,Elasticity,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - Master_Table_simplified_test,Master_Table_simplified_test,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - LNG_Feedgas_Demand_Exogenous_Aug24,LNG_Feedgas_Demand_Exogenous_Aug24,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
EMEA_GAS_HUB_NW_LNG - price_assessments,price_assessments,daily,UNPAID,EMEA,EMEA_GAS_HUB_NW_LNG,Gas,ee_timestamp,Yes,SRD -> EMEAGas
NA_GAS - NGI_Master_Table,NGI_Master_Table,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
PHILIPPINES-IEMOP - RTD_Reserve_Schedules,RTD_Reserve_Schedules,5-min,UNPAID,APAC,PHILIPPINES-IEMOP,Power Demand,ee_timestamp,Yes,No
EEX - Products_and_Units,Products_and_Units,daily,UNPAID,EMEA,EEX,Gas,ee_timestamp,No,No
EMEA_GAS_FRANCE - peg_eex_monthly_price,peg_eex_monthly_price,daily,UNPAID,EMEA,EMEA_GAS_FRANCE,Gas,ee_timestamp,No,No
NA_GAS - Child_Name_Demand,Child_Name_Demand,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - EE_Total_Dry_Gas,EE_Total_Dry_Gas,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
OFGEM_UK - gas_prices_day_ahead_contracts_monthly_avg_GB,gas_prices_day_ahead_contracts_monthly_avg_GB,daily,UNPAID,EMEA,OFGEM_UK,Gas,ee_timestamp,Yes,Analysis
EMEA_GAS_PORTUGAL - daily_prices,daily_prices,daily,UNPAID,EMEA,EMEA_GAS_PORTUGAL,Prices,ee_timestamp,No,No
Turkish_EDP - Gas_Price,Gas_Price,daily,UNPAID,EMEA,Turkish_EDP,Gas,ee_timestamp,Yes,Analysis
EMEA_GAS_ROMANIA - spot_market_quotes,spot_market_quotes,daily,UNPAID,EMEA,EMEA_GAS_ROMANIA,Prices,ee_timestamp,No,No
ELEXON - fourteen_day_ahead_generation_capacity_forecast,fourteen_day_ahead_generation_capacity_forecast,daily,PAID,EMEA,ELEXON,Generation,ee_timestamp,No,No
ELEXON - fourteen_day_ahead_generation_capacity_forecast,fourteen_day_ahead_generation_capacity_forecast,daily,PAID,EMEA,ELEXON,Generation,ee_timestamp,No,No
ELEXON - forecast_2_14_day_ahead_data,forecast_2_14_day_ahead_data,daily,PAID,EMEA,ELEXON,Generation,ee_timestamp,No,No
ELEXON - forecast_2_14_day_ahead_data,forecast_2_14_day_ahead_data,daily,PAID,EMEA,ELEXON,Generation,ee_timestamp,No,No
EMEA_Gas_transformations - factor_files,demand_annual_growth_factors,daily,UNPAID,EMEA,EMEA_Gas_transformations,Gas,ee_timestamp,Yes,No
EMEA_Gas_transformations - factor_files,production_annual_growth_factors,daily,UNPAID,EMEA,EMEA_Gas_transformations,Gas,ee_timestamp,Yes,No
EMEA_Gas_transformations - factor_files,demand_sector_share_factors,daily,UNPAID,EMEA,EMEA_Gas_transformations,Gas,ee_timestamp,Yes,SRD -> EMEAGas
EMEA_Gas_transformations - factor_files,demand_MT_sector_values,daily,UNPAID,EMEA,EMEA_Gas_transformations,Gas,ee_timestamp,Yes,SRD -> EMEAGas
EMEA_Gas_transformations - factor_files,demand_daily_seasonal_factors,daily,UNPAID,EMEA,EMEA_Gas_transformations,Gas,ee_timestamp,Yes,SRD -> EMEAGas
EMEA_Gas_transformations - factor_files,production_daily_seasonal_factors,daily,UNPAID,EMEA,EMEA_Gas_transformations,Gas,ee_timestamp,Yes,SRD -> EMEAGas
TGE - Natural_Gas,Natural_Gas,daily,UNPAID,EMEA,TGE,Gas,ee_timestamp,No,No
ELEXYS_BELGIUM - spot_ztp,spot_ztp,daily,UNPAID,EMEA,ELEXYS_BELGIUM,Gas,ee_timestamp,No,No
NEM_WHOLESALE_ELECTRICITY - constraints,constraints,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Generation,ee_timestamp,Yes,No
EMEA_GAS_HUNGARY - market_data_ceegex,market_data_ceegex,daily,UNPAID,EMEA,EMEA_GAS_HUNGARY,Gas,ee_timestamp,No,No
EMEA_GAS_LATVIA - baltic_price_data,baltic_price_data,daily,UNPAID,EMEA,EMEA_GAS_LATVIA,Gas,ee_timestamp,No,No
EMEA_GAS_GREECE - natural_gas_dol,Auctions_Details,daily,UNPAID,EMEA,EMEA_GAS_GREECE,Gas,ee_timestamp,No,No
EMEA_GAS_GREECE - natural_gas_dol,NGAS_Results,daily,UNPAID,EMEA,EMEA_GAS_GREECE,Gas,ee_timestamp,No,No
EMEA_GAS_ESTONIA_ELERING - gas_market_prices,gas_market_prices,daily,UNPAID,EMEA,EMEA_GAS_ESTONIA_ELERING,Gas,ee_timestamp,No,No
Iberian - MIBGAS,AVB,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,PVB,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,Yes,No
Iberian - MIBGAS,VTP,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,PVB_LPI,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,PVB_TTF,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,TVB,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,MIBGAS_Indices,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,MIBGAS_Indices_before_2023,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,MIBGAS_Indices_after_2023,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
Iberian - MIBGAS,Trading_Data_LNG,daily,UNPAID,EMEA,Iberian,GAS,ee_timestamp,No,No
NEM_WHOLESALE_ELECTRICITY - generator_price_brands,generator_price_brands,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Generation,ee_timestamp,Yes,No
NEM_WHOLESALE_ELECTRICITY - dispatchable_units,dispatchable_units,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Generation,ee_timestamp,Yes,No
NEM_WHOLESALE_ELECTRICITY - interconnectors,interconnectors,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Generation,ee_timestamp,Yes,No
NEM_WHOLESALE_ELECTRICITY - region,region,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Generation,ee_timestamp,Yes,No
NEM_WHOLESALE_ELECTRICITY - monthly_scada,monthly_scada,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Generation,ee_timestamp,Yes,No
NEMWEB_REPORTS - Public_Prices,Public_Prices,5-min,UNPAID,APAC,NEMWEB_REPORTS,Prices,ee_timestamp,Yes,No
NEM_WHOLESALE_ELECTRICITY - region_price,region_price,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Prices,ee_timestamp,Yes,No
NEM_WHOLESALE_ELECTRICITY - monthly_gen,monthly_gen,daily,UNPAID,APAC,NEM_WHOLESALE_ELECTRICITY,Generation,ee_timestamp,No,No
NEM_DEMAND_FORECAST - electricity_annual_consumption,electricity_annual_consumption,daily,UNPAID,APAC,NEM_DEMAND_FORECAST,Electric Generation & Transmission,ee_timestamp,Yes,No
NEM_DEMAND_FORECAST - electricity_maximum_demand,electricity_maximum_demand,daily,UNPAID,APAC,NEM_DEMAND_FORECAST,Electric Generation & Transmission,ee_timestamp,Yes,No
NEM_DEMAND_FORECAST - electricity_minimum_demand,electricity_minimum_demand,daily,UNPAID,APAC,NEM_DEMAND_FORECAST,Electric Generation & Transmission,ee_timestamp,Yes,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_7D_LOAD_FCST,hourly,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_ACT_LOAD,hourly,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_LOAD_FCST_VS_ACT,hourly,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_HIST_NATIVE_LOAD,hourly,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_2D_RT_LOAD,15-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_BC_LOAD_PROF,15-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_SYS_DEM,15-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_RT_SYS_DEM,1-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_REG_DEP,15-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_IH_LOAD_FCST_VINTAGE,5-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_IH_LOAD_FCST,5-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_GMC_DEM,5-min,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_DAM_TEPS,hourly,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_DAM_PTP_OR_SP,hourly,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_CF_RES,daily,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Demand,ERCOT_7D_LOAD_FCST_VINTAGE,hourly,PAID,North America,ARCUS_ERCOT,Demand,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Outage,ERCOT_TRANS_OUT,1-min,PAID,North America,ARCUS_ERCOT,Outage,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Outage,ERCOT_UNPL_RES_OUT,1-min,PAID,North America,ARCUS_ERCOT,Outage,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Outage,ERCOT_SCED_GR_AGG_OUT,15-min,PAID,North America,ARCUS_ERCOT,Outage,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Price,ERCOT_3D_HP_AS_OFFER,hourly,PAID,North America,ARCUS_ERCOT,Price,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Price,ERCOT_DAM_CLRG_PRC_CAP,hourly,PAID,North America,ARCUS_ERCOT,Price,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Price,ERCOT_LAMBDA,5-min,PAID,North America,ARCUS_ERCOT,Price,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_SASM,ERCOT_SASM_AGG_AS_OF,hourly,PAID,North America,ARCUS_ERCOT,SASM,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_SASM,ERCOT_AS_PROC_SASM,hourly,PAID,North America,ARCUS_ERCOT,SASM,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_SASM,ERCOT_SASM_MCPC_AS,hourly,PAID,North America,ARCUS_ERCOT,SASM,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Shift_Factors,ERCOT_DAM_SF,hourly,PAID,North America,ARCUS_ERCOT,Shift Factors,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Shift_Factors,ERCOT_SCED_SF,5-min,PAID,North America,ARCUS_ERCOT,Shift Factors,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_ESR,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_GEN_OUT,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_SOLAR,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_ST_WIND_FCST,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_SW_FCST,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_WIND,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_2D_RT_GEN,15-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_ACT_TLF,15-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_ACT_WPP,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_AGG_WSO,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_FUEL_MIX,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_GMC_SPLY,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,Yes,SRD -> ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_IH_SW_FCST,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_RES_OUT_CAP,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_RNEW_INTG,daily,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_RTD_ORDC_ADDER_RSV,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_RT_ORDC_ADDER_RSV,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_RUC_CD_RES,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,Yes,SRD -> ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_SE_LOAD_GEN,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_SMRY_HDL_LDL,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_ST_ADQ,15-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_ST_ADQ_VINTAGE,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_ST_WIND_FCST_VINTAGE,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_WSL,15-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_RT_SYS_SPLY,1-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_IH_SW_FCST_VINTAGE,5-min,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Supply,ERCOT_RES_OUT_CAP_VINTAGE,hourly,PAID,North America,ARCUS_ERCOT,Supply,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Transmission,ERCOT_GTL,hourly,PAID,North America,ARCUS_ERCOT,Transmission,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Transmission,ERCOT_SE_LOAD_FLOW,hourly,PAID,North America,ARCUS_ERCOT,Transmission,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Transmission,ERCOT_SHD_PRC_CNST,1-min,PAID,North America,ARCUS_ERCOT,Transmission,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Weather,ERCOT_WEATHER,hourly,PAID,North America,ARCUS_ERCOT,Weather,ee_timestamp,No,No
CEGH - DayAheadMarket,DayAheadMarket,daily,UNPAID,EMEA,CEGH,Gas,ee_timestamp,No,No
CEGH - QuarterlyFutures,QuarterlyFutures,daily,UNPAID,EMEA,CEGH,Gas,ee_timestamp,No,No
CEGH - Seasons,Seasons,daily,UNPAID,EMEA,CEGH,Gas,ee_timestamp,No,No
CEGH - YearlyFutures,YearlyFutures,daily,UNPAID,EMEA,CEGH,Gas,ee_timestamp,No,No
CEGH - MonthlyFutures,MonthlyFutures,daily,UNPAID,EMEA,CEGH,Gas,ee_timestamp,No,No
CEGH - greenhydrogen_index,greenhydrogen_index,daily,UNPAID,EMEA,CEGH,Gas,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_AGG_AS_OC,hourly,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_AS_OFFERS,hourly,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_DAM_ASP,hourly,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_AS,1-min,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_AS_CAP,1-min,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,Yes,SRD->ERCOT_CRR
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_2D_AS_DAM_CLRD_QTY,hourly,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,No,No
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_2D_AS_AGG_OFFER,hourly,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,Yes,Analysis(ERCOT_CRR/Reference Cases)
ARCUS_ERCOT - arcus_ercot_Ancillary,ERCOT_2D_AS_SA_QTY,hourly,PAID,North America,ARCUS_ERCOT,Ancillary,ee_timestamp,No,No
ELEXON - three_year_generation_capacity_forecast,three_year_generation_capacity_forecast,daily,PAID,EMEA,ELEXON,Generation,ee_timestamp,No,No
ELEXON - three_year_generation_capacity_forecast,three_year_generation_capacity_forecast,daily,PAID,EMEA,ELEXON,Generation,ee_timestamp,No,No
LIGNITE_EUROPE - lignite_coal_price_index,lignite_coal_price_index,daily,UNPAID,EMEA,LIGNITE_EUROPE,Prices,ee_timestamp,No,No
Investing_com - Coal_API2_CIF_ARA,Coal_API2_CIF_ARA,daily,UNPAID,EMEA,Investing_com,Gas,ee_timestamp,No,No
CME_GROUP - TTF_Futures_Quotes,TTF_Futures_Quotes,daily,UNPAID,EMEA,CME_GROUP,Gas,ee_timestamp,Yes,No
CME_GROUP - JKM_Futures_Quotes,JKM_Futures_Quotes,daily,UNPAID,EMEA,CME_GROUP,Gas,ee_timestamp,Yes,No
CME_GROUP - NW_LNG_Futures_Quotes,NW_LNG_Futures_Quotes,daily,UNPAID,EMEA,CME_GROUP,Gas,ee_timestamp,Yes,No
EMEA_GAS_NL_RTM_OIL - rotterdam_bunker_prices,LSMGO,daily,UNPAID,EMEA,EMEA_GAS_NL_RTM_OIL,Prices,ee_timestamp,Yes,No
EMEA_GAS_NL_RTM_OIL - rotterdam_bunker_prices,VLSFO,daily,UNPAID,EMEA,EMEA_GAS_NL_RTM_OIL,Prices,ee_timestamp,Yes,No
Investing_com - JKM_Historical,JKM_Historical,daily,UNPAID,EMEA,Investing_com,Gas,ee_timestamp,Yes,No
Investing_com - TTF_Historical,TTF_Historical,daily,UNPAID,EMEA,Investing_com,Gas,ee_timestamp,Yes,No
NA_GAS - Gas_Pipeline_Mapping,Gas_Pipeline_Mapping,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,No
NA_GAS - Gas_Node_Mapping,Gas_Node_Mapping,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,No
NA_GAS - Monthly_Price_Mapping,Monthly_Price_Mapping,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,No
NA_GAS - Gas_Pipeline_Max_Flow_Day,Gas_Pipeline_Max_Flow_Day,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,No
NA_GAS - CA_Pipeline_Capacity,CA_Pipeline_Capacity,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,No
NA_GAS - Outage,Max_Flow_Day_S1,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - Outage,Max_Flow_Day,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - Outage,Max_Flow_Back_Day_S,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - Outage,Max_Flow_Back_Day,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - weekly_storage_historic,Daily_Min_Storage_Target,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - weekly_storage_historic,Daily_Max_Storage_Target,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - weekly_storage_historic,Max_Volume,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - weekly_storage_historic,Initial_Volume,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - weekly_storage_historic,Max_Storage_Target,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - weekly_storage_historic,Min_Storage_Target,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - weekly_price_historic,Daily_Price,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - weekly_price_historic,Monthly_Price,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
barchart_updated,BASE,hourly,PAID,EMEA,barchart_updated,BARCHART,ee_timestamp,No,No
barchart_updated,PEAK,hourly,PAID,EMEA,barchart_updated,BARCHART,ee_timestamp,No,No
JAO - nordic_final_computation,nordic_final_computation,hourly,UNPAID,EMEA,JAO,Power Transmission,dateTimeUtc,No,No
EMEA_GAS_CEIC - Czech_Republic_Natural_Gas,Czech_Republic_Natural_Gas,daily,UNPAID,EMEA,EMEA_GAS_CEIC,Gas,ee_timestamp,No,No
NA_GAS - elasticity_demand_and_supply_historic,Commercial_Demand_Bid_Price,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Commercial_Demand_Bid_Quantity,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Commercial_Demand_Bid_Slope,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Electric_Power_Demand_Bid_Price,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Electric_Power_Demand_Bid_Quantity,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Electric_Power_Demand_Bid_Slope,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Industrial_Demand_Bid_Price,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Industrial_Demand_Bid_Quantity,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Industrial_Demand_Bid_Slope,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,LNG_Feedgas_Demand_Bid_Price,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,LNG_Feedgas_Demand_Bid_Quantity,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Production_Cost,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
NA_GAS - elasticity_demand_and_supply_historic,Production_Volume,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,As it is
